law,seed,n_panels,k,estimator,gamma3,gamma4,gamma6,g3,kappa,mean_bias,mean_variance,mean_mse,density_bias,density_variance,density_mse,convergence_rate,guard_accept_rate,mean_iterations
uniform_0_2,11,6000,32,pmm3_location_raw,-0.0006096962418565851,-1.199890953847537,6.85838679704781,0.3008834979377937,0.4263569099608411,0.00043755177931179223,0.003692060703140801,0.0036916368112498562,0.003290498751169753,0.003805093239387912,0.003815286439212797,1.0,1.0,2.9343333333333335
uniform_0_2,11,6000,32,pmm3_location_guarded,-0.0006096962418565851,-1.199890953847537,6.85838679704781,0.3008834979377937,0.4263569099608411,0.00043755177931179223,0.003692060703140801,0.0036916368112498562,0.003290498751169753,0.003805093239387912,0.003815286439212797,1.0,1.0,2.9343333333333335
uniform_0_2,17,6000,32,mean_mle,0.008825114213140785,-1.1998355089591506,6.854376550044982,0.2997541803841688,0.43272760704539637,-1.0362081563168129e-18,0.010712681885689352,0.010710896438708402,0.010980992923760811,0.011512804510535643,0.011631467915375575,1.0,1.0,0.0
uniform_0_2,17,6000,32,pmm3_location_raw,0.008825114213140785,-1.1998355089591506,6.854376550044982,0.2997541803841688,0.43272760704539637,0.0028715693667462966,0.003887424040017821,0.0038950220466391866,0.0010572977951518112,0.00403301188380834,0.004033457593788671,1.0,1.0,2.9393333333333334
uniform_0_2,17,6000,32,pmm3_location_guarded,0.008825114213140785,-1.1998355089591506,6.854376550044982,0.2997541803841688,0.43272760704539637,0.0028156231678834603,0.0039048574701583266,0.0039121343944034884,0.0011384559255513253,0.004069976239962634,0.00407059399248373,1.0,0.9998333333333334,2.9393333333333334
uniform_0_2,23,6000,32,mean_mle,0.005085662927497278,-1.2017227995853197,6.874626530529191,0.2986631418875345,0.43120816421792063,-1.1990408665951691e-16,0.01042005256425821,0.010418315888830834,0.010703604200104948,0.011229561784087247,0.011342257333329069,1.0,1.0,0.0
uniform_0_2,23,6000,32,pmm3_location_raw,0.005085662927497278,-1.2017227995853197,6.874626530529191,0.2986631418875345,0.43120816421792063,0.001747938924284238,0.0037826886786686835,0.0037851135210386004,0.0020732250220842114,0.003912664107214463,0.003916310258522123,1.0,1.0,2.9491666666666667
uniform_0_2,23,6000,32,pmm3_location_guarded,0.005085662927497278,-1.2017227995853197,6.874626530529191,0.2986631418875345,0.43120816421792063,0.001747938924284238,0.0037826886786686835,0.0037851135210386004,0.0020732250220842114,0.003912664107214463,0.003916310258522123,1.0,1.0,2.9491666666666667
uniform_0_2,31,6000,32,mean_mle,-0.005008385216811203,-1.1954707053308726,6.813755522795891,0.3043870192007966,0.42384111950571224,6.720550042397614e-17,0.01048463982642761,0.01048289238645654,0.01080084971614066,0.011374209626579725,0.011488972279565952,1.0,1.0,0.0
uniform_0_2,31,6000,32,pmm3_location_raw,-0.005008385216811203,-1.1954707053308726,6.813755522795891,0.3043870192007966,0.42384111950571224,-0.00201661141671681,0.003758496606583639,0.003761936912088574,0.0058753717921078055,0.003985309744281052,0.004019165519685834,1.0,1.0,2.9355
uniform_0_2,31,6000,32,pmm3_location_guarded,-0.005008385216811203,-1.1954707053308726,6.813755522795891,0.3043870192007966,0.42384111950571224,-0.002013803303413934,0.0037635003271192214,0.003766928480809542,0.005881834346597628,0.0040016385845482,0.004035567620064924,1.0,0.9996666666666667,2.9355
uniform_0_2,43,6000,32,mean_mle,0.001137585483387031,-1.1996719829183875,6.854171778667752,0.30037619808415994,0.4288858045041086,1.2908193032975154e-16,0.01053592443914612,0.010534168451739595,0.010898240809372855,0.011528611406160752,0.01164546162366547,1.0,1.0,0.0
uniform_0_2,43,6000,32,pmm3_location_raw,0.001137585483387031,-1.1996719829183875,6.854171778667752,0.30037619808415994,0.4288858045041086,5.69980488000964e-05,0.0038442061949261097,0.003843568742671189,0.0038598877163372966,0.004043618864169558,0.004057843660874928,1.0,1.0,2.933666666666667
uniform_0_2,43,6000,32,pmm3_location_guarded,0.001137585483387031,-1.1996719829183875,6.854171778667752,0.30037619808415994,0.4288858045041086,5.69980488000964e-05,0.0038442061949261097,0.003843568742671189,0.0038598877163372966,0.004043618864169558,0.004057843660874928,1.0,1.0,2.933666666666667
uniform_0_2,11,6000,64,mean_mle,-0.0029150998253339834,-1.200696044798186,6.86415368879344,0.2994419077473204,0.4274595549710685,-7.105427357601002e-18,0.005057860500709468,0.0050570175239593495,0.0051273482456327575,0.005255281450322947,0.00528069527011322,1.0,1.0,0.0
uniform_0_2,11,6000,64,pmm3_location_raw,-0.0029150998253339834,-1.200696044798186,6.86415368879344,0.2994419077473204,0.4274595549710685,-0.000741118577490312,0.0016999672335268165,0.001700233162400463,0.0024515236267346153,0.0017242724366095983,0.0017299950259626017,1.0,1.0,2.7103333333333333
uniform_0_2,11,6000,64,pmm3_location_guarded,-0.0029150998253339834,-1.200696044798186,6.86415368879344,0.2994419077473204,0.4274595549710685,-0.000741118577490312,0.0016999672335268165,0.001700233162400463,0.0024515236267346153,0.0017242724366095983,0.0017299950259626017,1.0,1.0,2.7103333333333333
uniform_0_2,17,6000,64,mean_mle,0.004318348370117815,-1.199564763247776,6.852605164840966,0.3002966103033732,0.4306969390615739,2.5757174171303633e-17,0.005323690843278424,0.005322803561471212,0.005377039350454157,0.005490107778645356,0.00551810531285858,1.0,1.0,0.0
uniform_0_2,17,6000,64,pmm3_location_raw,0.004318348370117815,-1.199564763247776,6.852605164840966,0.3002966103033732,0.4306969390615739,0.0015346251213519744,0.0017695560086800005,0.0017716161569416385,0.0002381266115644114,0.0017849568677693565,0.0017847160792411963,1.0,1.0,2.716
